Indicator Code,Indicator Name,Country Name,value,year,Country Code
WFP.PRC.WHT,Price of wheat in retail,Bassas da India,23.048176543950916,2016,
WFP.PRC.WHT,Price of wheat in retail,Bassas da India,24.24529453677022,2017,
WFP.PRC.WHT,Price of wheat in retail,Bassas da India,25.146504761904765,2018,
WFP.PRC.WHT,Price of wheat in retail,Bassas da India,27.951852693602692,2019,
WFP.PRC.WHT,Price of wheat in retail,Eritrea,1538.888888888889,2007,ERI
WFP.PRC.WHT,Price of wheat in retail,Eritrea,2557.1428571428573,2008,ERI
WFP.PRC.WHT,Price of wheat in retail,Ethiopia,2.9560531625781628,2007,ETH
WFP.PRC.WHT,Price of wheat in retail,Ethiopia,5.742142857142858,2008,ETH
WFP.PRC.WHT,Price of wheat in retail,Ethiopia,5.315535714285714,2009,ETH
WFP.PRC.WHT,Price of wheat in retail,Ethiopia,4.587454816017316,2010,ETH
WFP.PRC.WHT,Price of wheat in retail,Ethiopia,7.101057389462962,2011,ETH
WFP.PRC.WHT,Price of wheat in retail,Ethiopia,7.914198412698414,2012,ETH
WFP.PRC.WHT,Price of wheat in retail,Ethiopia,8.258037180369223,2013,ETH
WFP.PRC.WHT,Price of wheat in retail,Ethiopia,9.215650197705346,2014,ETH
WFP.PRC.WHT,Price of wheat in retail,Ethiopia,10.38911098331493,2015,ETH
WFP.PRC.WHT,Price of wheat in retail,Ethiopia,10.489305555555555,2016,ETH
WFP.PRC.WHT,Price of wheat in retail,Ethiopia,10.295833333333333,2017,ETH
WFP.PRC.WHT,Price of wheat in retail,Ethiopia,13.872857142857141,2018,ETH
WFP.PRC.WHT,Price of wheat in retail,Guinea-Bissau,300.0,2007,GNB
WFP.PRC.WHT,Price of wheat in retail,Guinea-Bissau,382.3333333333333,2008,GNB
WFP.PRC.WHT,Price of wheat in retail,Guinea-Bissau,346.9166666666667,2009,GNB
WFP.PRC.WHT,Price of wheat in retail,Guinea-Bissau,337.6875,2010,GNB
WFP.PRC.WHT,Price of wheat in retail,Guinea-Bissau,497.0416666666667,2011,GNB
WFP.PRC.WHT,Price of wheat in retail,Guinea-Bissau,482.1111111111111,2012,GNB
WFP.PRC.WHT,Price of wheat in retail,Guinea-Bissau,500.0,2013,GNB
WFP.PRC.WHT,Price of wheat in retail,Guinea-Bissau,497.72727272727275,2014,GNB
WFP.PRC.WHT,Price of wheat in retail,Guinea-Bissau,513.2666666666667,2016,GNB
WFP.PRC.WHT,Price of wheat in retail,Guinea-Bissau,476.61111111111114,2017,GNB
WFP.PRC.WHT,Price of wheat in retail,Guinea-Bissau,577.763888888889,2018,GNB
WFP.PRC.WHT,Price of wheat in retail,Guinea-Bissau,554.7619047619047,2019,GNB
WFP.PRC.WHT,Price of wheat in retail,Kyrgyzstan,13.485636363636365,2005,KGZ
WFP.PRC.WHT,Price of wheat in retail,Kyrgyzstan,12.967333333333334,2006,KGZ
WFP.PRC.WHT,Price of wheat in retail,Kyrgyzstan,18.116333333333333,2007,KGZ
WFP.PRC.WHT,Price of wheat in retail,Kyrgyzstan,27.1845,2008,KGZ
WFP.PRC.WHT,Price of wheat in retail,Kyrgyzstan,19.89966666666667,2009,KGZ
WFP.PRC.WHT,Price of wheat in retail,Kyrgyzstan,20.921,2010,KGZ
WFP.PRC.WHT,Price of wheat in retail,Kyrgyzstan,23.93353648633774,2011,KGZ
WFP.PRC.WHT,Price of wheat in retail,Kyrgyzstan,19.405813822018125,2012,KGZ
WFP.PRC.WHT,Price of wheat in retail,Kyrgyzstan,20.12412946443929,2013,KGZ
WFP.PRC.WHT,Price of wheat in retail,Kyrgyzstan,29.273143947440087,2014,KGZ
WFP.PRC.WHT,Price of wheat in retail,Kyrgyzstan,35.958666666666666,2015,KGZ
WFP.PRC.WHT,Price of wheat in retail,Mauritania,143.33333333333334,2008,MRT
WFP.PRC.WHT,Price of wheat in retail,Mauritania,105.37915833333331,2009,MRT
WFP.PRC.WHT,Price of wheat in retail,Mauritania,114.70729062500003,2010,MRT
WFP.PRC.WHT,Price of wheat in retail,Mauritania,139.55060763888892,2011,MRT
WFP.PRC.WHT,Price of wheat in retail,Mauritania,149.93218531746032,2012,MRT
WFP.PRC.WHT,Price of wheat in retail,Mauritania,150.04541018596328,2013,MRT
WFP.PRC.WHT,Price of wheat in retail,Mauritania,155.64586395333922,2014,MRT
WFP.PRC.WHT,Price of wheat in retail,Mauritania,151.7941078373016,2015,MRT
WFP.PRC.WHT,Price of wheat in retail,Mauritania,139.4983413690476,2016,MRT
WFP.PRC.WHT,Price of wheat in retail,Mauritania,137.2173315705128,2017,MRT
WFP.PRC.WHT,Price of wheat in retail,Mauritania,147.8126178726366,2018,MRT
WFP.PRC.WHT,Price of wheat in retail,Mauritania,142.72686940359478,2019,MRT
WFP.PRC.WHT,Price of wheat in retail,Moldova Republic of,2.5491666666666664,2010,
WFP.PRC.WHT,Price of wheat in retail,Moldova Republic of,3.3524999999999996,2011,
WFP.PRC.WHT,Price of wheat in retail,Moldova Republic of,4.000000000000001,2012,
WFP.PRC.WHT,Price of wheat in retail,Moldova Republic of,4.644166666666667,2013,
WFP.PRC.WHT,Price of wheat in retail,Moldova Republic of,3.265,2014,
WFP.PRC.WHT,Price of wheat in retail,Moldova Republic of,3.7533333333333334,2015,
WFP.PRC.WHT,Price of wheat in retail,Moldova Republic of,4.335,2016,
WFP.PRC.WHT,Price of wheat in retail,Moldova Republic of,4.13,2017,
WFP.PRC.WHT,Price of wheat in retail,Moldova Republic of,4.0,2018,
WFP.PRC.WHT,Price of wheat in retail,Nepal,17.971888888888888,2001,NPL
WFP.PRC.WHT,Price of wheat in retail,Nepal,17.878868055555554,2002,NPL
WFP.PRC.WHT,Price of wheat in retail,Nepal,19.67891865079365,2003,NPL
WFP.PRC.WHT,Price of wheat in retail,Nepal,20.00708164697503,2004,NPL
WFP.PRC.WHT,Price of wheat in retail,Nepal,21.382913726309237,2005,NPL
WFP.PRC.WHT,Price of wheat in retail,Nepal,24.36102522134585,2006,NPL
WFP.PRC.WHT,Price of wheat in retail,Nepal,28.15290428321678,2007,NPL
WFP.PRC.WHT,Price of wheat in retail,Nepal,29.057931829420582,2008,NPL
WFP.PRC.WHT,Price of wheat in retail,Nepal,30.394469696969697,2009,NPL
WFP.PRC.WHT,Price of wheat in retail,Nepal,34.45151515151516,2010,NPL
WFP.PRC.WHT,Price of wheat in retail,Nepal,35.99148148148148,2011,NPL
WFP.PRC.WHT,Price of wheat in retail,Nepal,35.32148148148148,2012,NPL
WFP.PRC.WHT,Price of wheat in retail,Nepal,40.271632996632995,2013,NPL
WFP.PRC.WHT,Price of wheat in retail,Nepal,43.752754820936644,2014,NPL
WFP.PRC.WHT,Price of wheat in retail,Nepal,45.08401515151515,2015,NPL
WFP.PRC.WHT,Price of wheat in retail,Nepal,46.40333333333333,2016,NPL
WFP.PRC.WHT,Price of wheat in retail,Nepal,45.17272727272727,2017,NPL
WFP.PRC.WHT,Price of wheat in retail,Nepal,43.95726495726496,2018,NPL
WFP.PRC.WHT,Price of wheat in retail,Nepal,48.71794871794871,2019,NPL
WFP.PRC.WHT,Price of wheat in retail,Niger,241.5,2008,NER
WFP.PRC.WHT,Price of wheat in retail,Niger,339.3675733333333,2009,NER
WFP.PRC.WHT,Price of wheat in retail,Pakistan,11.935416666666669,2006,PAK
WFP.PRC.WHT,Price of wheat in retail,Pakistan,13.589583333333335,2007,PAK
WFP.PRC.WHT,Price of wheat in retail,Pakistan,21.745208333333334,2008,PAK
WFP.PRC.WHT,Price of wheat in retail,Pakistan,24.816458333333333,2009,PAK
WFP.PRC.WHT,Price of wheat in retail,Pakistan,25.32270833333334,2010,PAK
WFP.PRC.WHT,Price of wheat in retail,Pakistan,26.35625,2011,PAK
WFP.PRC.WHT,Price of wheat in retail,Pakistan,28.411249999999995,2012,PAK
WFP.PRC.WHT,Price of wheat in retail,Pakistan,34.44125833333333,2013,PAK
WFP.PRC.WHT,Price of wheat in retail,Pakistan,36.450275,2014,PAK
WFP.PRC.WHT,Price of wheat in retail,Pakistan,34.39893333333333,2015,PAK
WFP.PRC.WHT,Price of wheat in retail,Pakistan,34.37043333333333,2016,PAK
WFP.PRC.WHT,Price of wheat in retail,Pakistan,33.99181666666667,2017,PAK
WFP.PRC.WHT,Price of wheat in retail,Pakistan,34.74738333333333,2018,PAK
WFP.PRC.WHT,Price of wheat in retail,Pakistan,36.370250000000006,2019,PAK
WFP.PRC.WHT,Price of wheat in retail,Rwanda,350.0,2008,RWA
WFP.PRC.WHT,Price of wheat in retail,Rwanda,339.3231252518316,2009,RWA
WFP.PRC.WHT,Price of wheat in retail,Rwanda,341.8809455354756,2010,RWA
WFP.PRC.WHT,Price of wheat in retail,Rwanda,340.85208473368414,2011,RWA
WFP.PRC.WHT,Price of wheat in retail,Rwanda,416.37291484056686,2012,RWA
WFP.PRC.WHT,Price of wheat in retail,Rwanda,392.537509849527,2013,RWA
WFP.PRC.WHT,Price of wheat in retail,Rwanda,454.95446245797785,2014,RWA
WFP.PRC.WHT,Price of wheat in retail,Rwanda,448.2279883133654,2015,RWA
WFP.PRC.WHT,Price of wheat in retail,State of Palestine,2.016666666666667,2007,
WFP.PRC.WHT,Price of wheat in retail,State of Palestine,3.145,2008,
WFP.PRC.WHT,Price of wheat in retail,State of Palestine,3.0625,2009,
WFP.PRC.WHT,Price of wheat in retail,State of Palestine,3.1133333333333337,2010,
WFP.PRC.WHT,Price of wheat in retail,State of Palestine,3.8333333333333335,2011,
WFP.PRC.WHT,Price of wheat in retail,State of Palestine,3.9583333333333335,2012,
WFP.PRC.WHT,Price of wheat in retail,State of Palestine,2.8116666666666674,2013,
WFP.PRC.WHT,Price of wheat in retail,Sudan,2.0147904265873016,2003,SDN
WFP.PRC.WHT,Price of wheat in retail,Sudan,2.1768409722222226,2004,SDN
WFP.PRC.WHT,Price of wheat in retail,Sudan,2.8696549603174604,2005,SDN
WFP.PRC.WHT,Price of wheat in retail,Sudan,2.228688888888889,2006,SDN
WFP.PRC.WHT,Price of wheat in retail,Sudan,2.7146666666666666,2007,SDN
WFP.PRC.WHT,Price of wheat in retail,Sudan,4.7168705357142855,2008,SDN
WFP.PRC.WHT,Price of wheat in retail,Sudan,4.323871395502645,2009,SDN
WFP.PRC.WHT,Price of wheat in retail,Syrian Arab Republic,36.666666666666664,2011,SYR
WFP.PRC.WHT,Price of wheat in retail,Syrian Arab Republic,47.96428571428571,2012,SYR
WFP.PRC.WHT,Price of wheat in retail,Tajikistan,0.44696249999999993,2002,TJK
WFP.PRC.WHT,Price of wheat in retail,Tajikistan,0.45054999999999995,2003,TJK
WFP.PRC.WHT,Price of wheat in retail,Tajikistan,0.6292275,2004,TJK
WFP.PRC.WHT,Price of wheat in retail,Tajikistan,0.7720604166666667,2005,TJK
WFP.PRC.WHT,Price of wheat in retail,Tajikistan,0.7730729166666667,2006,TJK
WFP.PRC.WHT,Price of wheat in retail,Tajikistan,1.2451041666666667,2007,TJK
WFP.PRC.WHT,Price of wheat in retail,Tajikistan,1.8708333333333336,2008,TJK
WFP.PRC.WHT,Price of wheat in retail,Tajikistan,1.4520833333333334,2009,TJK
WFP.PRC.WHT,Price of wheat in retail,Tajikistan,1.4762861111111112,2010,TJK
WFP.PRC.WHT,Price of wheat in retail,Tajikistan,2.2657520833333336,2011,TJK
WFP.PRC.WHT,Price of wheat in retail,Tajikistan,2.2013541666666665,2012,TJK
WFP.PRC.WHT,Price of wheat in retail,Tajikistan,2.25678125,2013,TJK
WFP.PRC.WHT,Price of wheat in retail,Tajikistan,2.1235625,2014,TJK
WFP.PRC.WHT,Price of wheat in retail,Tajikistan,2.469147727272727,2015,TJK
WFP.PRC.WHT,Price of wheat in retail,Tajikistan,2.407122916666667,2016,TJK
WFP.PRC.WHT,Price of wheat in retail,Tajikistan,2.611197916666667,2017,TJK
WFP.PRC.WHT,Price of wheat in retail,Tajikistan,2.8616875000000004,2018,TJK
WFP.PRC.WHT,Price of wheat in retail,Tajikistan,3.4933749999999995,2019,TJK
WFP.PRC.WHT,Price of wheat in retail,Yemen,102.66666666666667,2009,YEM
WFP.PRC.WHT,Price of wheat in retail,Yemen,137.94444444444443,2010,YEM
WFP.PRC.WHT,Price of wheat in retail,Yemen,150.41666666666666,2011,YEM
WFP.PRC.WHT,Price of wheat in retail,Yemen,125.38796194444444,2012,YEM
WFP.PRC.WHT,Price of wheat in retail,Yemen,117.52166666666668,2013,YEM
WFP.PRC.WHT,Price of wheat in retail,Yemen,126.67424242424244,2014,YEM
WFP.PRC.WHT,Price of wheat in retail,Yemen,138.36296296296297,2015,YEM
WFP.PRC.WHT,Price of wheat in retail,Yemen,128.34695048309177,2016,YEM
WFP.PRC.WHT,Price of wheat in retail,Yemen,151.69791666666666,2017,YEM
WFP.PRC.WHT,Price of wheat in retail,Yemen,208.65885416666663,2018,YEM
WFP.PRC.WHT,Price of wheat in retail,Yemen,265.41284219001614,2019,YEM
WFP.PRC.WHT,Price of wheat in retail,Zimbabwe,0.7133333333333334,2014,ZWE
WFP.PRC.WHT,Price of wheat in retail,Zimbabwe,0.47590909090909084,2015,ZWE
WFP.PRC.WHT,Price of wheat in retail,Zimbabwe,0.501875,2016,ZWE
WFP.PRC.WHT,Price of wheat in retail,Zimbabwe,0.55,2017,ZWE
